Country,Year,Series,Value
Sierra Leone,2010,Population mid-year estimates (millions),6.4156
Sierra Leone,2010,Population mid-year estimates for males (millions),3.1926
Sierra Leone,2010,Population mid-year estimates for females (millions),3.223
Sierra Leone,2010,Sex ratio (males per 100 females),99.056
Sierra Leone,2010,Population aged 0 to 14 years old (percentage),43.0379
Sierra Leone,2010,Population aged 60+ years old (percentage),4.8143
Sierra Leone,2010,Population density,88.8838
Sierra Leone,2017,Population mid-year estimates (millions),7.4884
Sierra Leone,2017,Population mid-year estimates for males (millions),3.7339
Sierra Leone,2017,Population mid-year estimates for females (millions),3.7545
Sierra Leone,2017,Sex ratio (males per 100 females),99.4519
Sierra Leone,2017,Population aged 0 to 14 years old (percentage),41.3566
Sierra Leone,2017,Population aged 60+ years old (percentage),4.6463
Sierra Leone,2017,Population density,103.7465
Sierra Leone,2017,Surface area (thousand km2),72.3
Sierra Leone,2020,Population mid-year estimates (millions),7.977
Sierra Leone,2020,Population mid-year estimates for males (millions),3.9812
Sierra Leone,2020,Population mid-year estimates for females (millions),3.9957
Sierra Leone,2020,Sex ratio (males per 100 females),99.6369
Sierra Leone,2020,Population aged 0 to 14 years old (percentage),40.3436
Sierra Leone,2020,Population aged 60+ years old (percentage),4.6297
Sierra Leone,2020,Population density,110.5151
Singapore,2005,Population mid-year estimates (millions),4.2657
Singapore,2005,Population mid-year estimates for males (millions),2.1561
Singapore,2005,Population mid-year estimates for females (millions),2.1096
Singapore,2005,Sex ratio (males per 100 females),102.2007
Singapore,2005,Population aged 0 to 14 years old (percentage),17.2276
Singapore,2005,Population aged 60+ years old (percentage),10.7364
Singapore,2005,Population density,6093.8386
Singapore,2010,Population mid-year estimates (millions),5.1312
Singapore,2010,Population mid-year estimates for males (millions),2.6751
Singapore,2010,Population mid-year estimates for females (millions),2.456
Singapore,2010,Sex ratio (males per 100 females),108.9214
Singapore,2010,Population aged 0 to 14 years old (percentage),13.9939
Singapore,2010,Population aged 60+ years old (percentage),12.6714
Singapore,2010,Population density,7330.2457
Singapore,2017,Population mid-year estimates (millions),5.708
Singapore,2017,Population mid-year estimates for males (millions),2.9875
Singapore,2017,Population mid-year estimates for females (millions),2.7206
Singapore,2017,Sex ratio (males per 100 females),109.8113
Singapore,2017,Population aged 0 to 14 years old (percentage),12.2125
Singapore,2017,Population aged 60+ years old (percentage),17.7681
Singapore,2017,Population density,8154.3443
Singapore,2017,Surface area (thousand km2),0.719
Singapore,2020,Population mid-year estimates (millions),5.8503
Singapore,2020,Population mid-year estimates for males (millions),3.0623
Singapore,2020,Population mid-year estimates for females (millions),2.7881
Singapore,2020,Sex ratio (males per 100 females),109.8337
Singapore,2020,Population aged 0 to 14 years old (percentage),12.3012
Singapore,2020,Population aged 60+ years old (percentage),20.9345
Singapore,2020,Population density,8357.6314
Sint Maarten (Dutch part),2005,Population mid-year estimates (millions),0.0325
Sint Maarten (Dutch part),2005,Sex ratio (males per 100 females),93.8574
Sint Maarten (Dutch part),2005,Population density,956.7941
Sint Maarten (Dutch part),2010,Population mid-year estimates (millions),0.0331
Sint Maarten (Dutch part),2010,Sex ratio (males per 100 females),91.0051
Sint Maarten (Dutch part),2010,Population density,974.2353
Sint Maarten (Dutch part),2013,Population mid-year estimates (millions),0.0364
Sint Maarten (Dutch part),2013,Sex ratio (males per 100 females),95.8327
Sint Maarten (Dutch part),2013,Population aged 0 to 14 years old (percentage),20.9892
Sint Maarten (Dutch part),2013,Population aged 60+ years old (percentage),10.4212
Sint Maarten (Dutch part),2013,Population density,1071.7353
Sint Maarten (Dutch part),2013,Surface area (thousand km2),0.034
Sint Maarten (Dutch part),2014,Population mid-year estimates (millions),0.0377
Sint Maarten (Dutch part),2014,Sex ratio (males per 100 females),95.7097
Sint Maarten (Dutch part),2014,Population density,1108.7353
Sint Maarten (Dutch part),2014,Surface area (thousand km2),0.034
Sint Maarten (Dutch part),2017,Population mid-year estimates (millions),0.0401
Sint Maarten (Dutch part),2017,Population density,1180
Sint Maarten (Dutch part),2017,Surface area (thousand km2),0.034
Sint Maarten (Dutch part),2020,Population mid-year estimates (millions),0.0414
Sint Maarten (Dutch part),2020,Population density,1216.5882
Slovakia,2005,Population mid-year estimates (millions),5.399
Slovakia,2005,Population mid-year estimates for males (millions),2.6175
Slovakia,2005,Population mid-year estimates for females (millions),2.7815
Slovakia,2005,Sex ratio (males per 100 females),94.1036
Slovakia,2005,Population aged 0 to 14 years old (percentage),16.8224
Slovakia,2005,Population aged 60+ years old (percentage),16.1126
Slovakia,2005,Population density,112.2726
Slovakia,2010,Population mid-year estimates (millions),5.4043
Slovakia,2010,Population mid-year estimates for males (millions),2.6213
Slovakia,2010,Population mid-year estimates for females (millions),2.783
Slovakia,2010,Sex ratio (males per 100 females),94.1923
Slovakia,2010,Population aged 0 to 14 years old (percentage),15.3351
Slovakia,2010,Population aged 60+ years old (percentage),17.8209
Slovakia,2010,Population density,112.3834
Slovakia,2017,Population mid-year estimates (millions),5.4479
Slovakia,2017,Population mid-year estimates for males (millions),2.6498
Slovakia,2017,Population mid-year estimates for females (millions),2.7981
Slovakia,2017,Sex ratio (males per 100 females),94.6981
Slovakia,2017,Population aged 0 to 14 years old (percentage),15.3377
Slovakia,2017,Population aged 60+ years old (percentage),21.8289
Slovakia,2017,Population density,113.2902
Slovakia,2017,Surface area (thousand km2),49.035
Slovakia,2020,Population mid-year estimates (millions),5.4596
Slovakia,2020,Population mid-year estimates for males (millions),2.6585
Slovakia,2020,Population mid-year estimates for females (millions),2.8012
Slovakia,2020,Sex ratio (males per 100 females),94.9062
Slovakia,2020,Population aged 0 to 14 years old (percentage),15.5535
Slovakia,2020,Population aged 60+ years old (percentage),23.3266
Slovakia,2020,Population density,113.5344
Slovenia,2005,Population mid-year estimates (millions),1.995
Slovenia,2005,Population mid-year estimates for males (millions),0.9755
Slovenia,2005,Population mid-year estimates for females (millions),1.0195
Slovenia,2005,Sex ratio (males per 100 females),95.685
Slovenia,2005,Population aged 0 to 14 years old (percentage),13.9687
Slovenia,2005,Population aged 60+ years old (percentage),20.8174
Slovenia,2005,Population density,99.0554
Slovenia,2010,Population mid-year estimates (millions),2.0433
Slovenia,2010,Population mid-year estimates for males (millions),1.0125
Slovenia,2010,Population mid-year estimates for females (millions),1.0309
Slovenia,2010,Sex ratio (males per 100 females),98.2176
Slovenia,2010,Population aged 0 to 14 years old (percentage),13.9905
Slovenia,2010,Population aged 60+ years old (percentage),22.1767
Slovenia,2010,Population density,101.4567
Slovenia,2017,Population mid-year estimates (millions),2.0764
Slovenia,2017,Population mid-year estimates for males (millions),1.0326
Slovenia,2017,Population mid-year estimates for females (millions),1.0438
Slovenia,2017,Sex ratio (males per 100 females),98.9355
Slovenia,2017,Population aged 0 to 14 years old (percentage),14.9022
Slovenia,2017,Population aged 60+ years old (percentage),26.2317
Slovenia,2017,Population density,103.098
Slovenia,2017,Surface area (thousand km2),20.273
Slovenia,2020,Population mid-year estimates (millions),2.0789
Slovenia,2020,Population mid-year estimates for males (millions),1.0352
Slovenia,2020,Population mid-year estimates for females (millions),1.0437
Slovenia,2020,Sex ratio (males per 100 females),99.1883
Slovenia,2020,Population aged 0 to 14 years old (percentage),15.1364
Slovenia,2020,Population aged 60+ years old (percentage),27.741
Slovenia,2020,Population density,103.2243
Solomon Islands,2005,Population mid-year estimates (millions),0.4699
Solomon Islands,2005,Population mid-year estimates for males (millions),0.2401
Solomon Islands,2005,Population mid-year estimates for females (millions),0.2299
Solomon Islands,2005,Sex ratio (males per 100 females),104.4411
Solomon Islands,2005,Population aged 0 to 14 years old (percentage),41.3149
Solomon Islands,2005,Population aged 60+ years old (percentage),4.8687
Solomon Islands,2005,Population density,16.7888
Solomon Islands,2010,Population mid-year estimates (millions),0.5279
Solomon Islands,2010,Population mid-year estimates for males (millions),0.2682
Solomon Islands,2010,Population mid-year estimates for females (millions),0.2597
Solomon Islands,2010,Sex ratio (males per 100 females),103.2776
Solomon Islands,2010,Population aged 0 to 14 years old (percentage),40.7516
Solomon Islands,2010,Population aged 60+ years old (percentage),5.1199
Solomon Islands,2010,Population density,18.8589
Solomon Islands,2017,Population mid-year estimates (millions),0.636
Solomon Islands,2017,Population mid-year estimates for males (millions),0.3234
Solomon Islands,2017,Population mid-year estimates for females (millions),0.3127
Solomon Islands,2017,Sex ratio (males per 100 females),103.4294
Solomon Islands,2017,Population aged 0 to 14 years old (percentage),40.3538
Solomon Islands,2017,Population aged 60+ years old (percentage),5.3901
Solomon Islands,2017,Population density,22.7238
Solomon Islands,2017,Surface area (thousand km2),28.896
Solomon Islands,2020,Population mid-year estimates (millions),0.6869
Solomon Islands,2020,Population mid-year estimates for males (millions),0.3493
Solomon Islands,2020,Population mid-year estimates for females (millions),0.3376
Solomon Islands,2020,Sex ratio (males per 100 females),103.4495
Solomon Islands,2020,Population aged 0 to 14 years old (percentage),40.03
Solomon Islands,2020,Population aged 60+ years old (percentage),5.6257
Solomon Islands,2020,Population density,24.5403
Somalia,2005,Population mid-year estimates (millions),10.4469
Somalia,2005,Population mid-year estimates for males (millions),5.2265
Somalia,2005,Population mid-year estimates for females (millions),5.2204
Somalia,2005,Sex ratio (males per 100 females),100.1166
Somalia,2005,Population aged 0 to 14 years old (percentage),47.8879
Somalia,2005,Population aged 60+ years old (percentage),4.2554
Somalia,2005,Population density,16.6526
Somalia,2010,Population mid-year estimates (millions),12.0439
Somalia,2010,Population mid-year estimates for males (millions),6.016
Somalia,2010,Population mid-year estimates for females (millions),6.0278
Somalia,2010,Sex ratio (males per 100 females),99.8042
Somalia,2010,Population aged 0 to 14 years old (percentage),48.1745
Somalia,2010,Population aged 60+ years old (percentage),4.3753
Somalia,2010,Population density,19.1983
Somalia,2017,Population mid-year estimates (millions),14.5892
Somalia,2017,Population mid-year estimates for males (millions),7.2759
Somalia,2017,Population mid-year estimates for females (millions),7.3133
Somalia,2017,Sex ratio (males per 100 females),99.4879
Somalia,2017,Population aged 0 to 14 years old (percentage),46.753
Somalia,2017,Population aged 60+ years old (percentage),4.5308
Somalia,2017,Population density,23.2556
Somalia,2017,Surface area (thousand km2),637.657
Somalia,2020,Population mid-year estimates (millions),15.8932
Somalia,2020,Population mid-year estimates for males (millions),7.9241
Somalia,2020,Population mid-year estimates for females (millions),7.9691
Somalia,2020,Sex ratio (males per 100 females),99.4348
Somalia,2020,Population aged 0 to 14 years old (percentage),46.1499
Somalia,2020,Population aged 60+ years old (percentage),4.5561
Somalia,2020,Population density,25.3343
South Africa,2005,Population mid-year estimates (millions),47.8806
South Africa,2005,Population mid-year estimates for males (millions),23.6075
South Africa,2005,Population mid-year estimates for females (millions),24.2731
South Africa,2005,Sex ratio (males per 100 females),97.2576
South Africa,2005,Population aged 0 to 14 years old (percentage),30.8813
